Date,Open,High,Low,Close,Adj Close,Volume,,
4/10/2015,209.199997,210.089996,208.960007,210.039993,196.830811,72722900,,0.00545704
4/13/2015,209.869995,210.630005,209.029999,209.089996,195.940582,74436600,,-0.004522813
4/14/2015,208.850006,209.710007,208.100006,209.490005,196.31546,73013500,,0.001913223
4/15/2015,210.050003,211.039993,209.949997,210.429993,197.196304,99529300,,0.00448688
4/16/2015,210.029999,210.979996,209.789993,210.369995,197.140076,68934900,,-0.000285137
4/17/2015,208.940002,209.229996,207.009995,207.949997,194.872253,191113200,,-0.011503612
4/20/2015,209.059998,210.25,208.960007,209.850006,196.652786,82969100,,0.009136924
4/21/2015,210.669998,210.860001,209.240005,209.600006,196.418503,72559800,,-0.001191354
4/22/2015,210.009995,210.850006,208.899994,210.630005,197.383728,78264600,,0.004914125
4/23/2015,210.149994,211.940002,210.009995,211.160004,197.880402,102585900,,0.002516286
4/24/2015,211.660004,211.970001,211.110001,211.649994,198.3396,61327400,,0.002320584
4/27/2015,212.330002,212.479996,210.539993,210.770004,197.514954,79358100,,-0.004157748
4/28/2015,210.740005,211.5,209.330002,211.440002,198.142776,86863500,,0.003178605
4/29/2015,211.440002,211.440002,209.600006,210.570007,197.327515,125684900,,-0.004114513
4/30/2015,209.880005,210.350006,207.619995,208.460007,195.350204,161304900,,-0.010020453
5/1/2015,209.399994,210.770004,209.279999,210.720001,197.468079,103399700,,0.010841427
5/4/2015,211.229996,212.020004,211.100006,211.320007,198.030334,70927200,,0.002847321
5/5/2015,211.029999,211.460007,208.729996,208.899994,195.762527,113326200,,-0.011451816
5/6/2015,209.559998,209.929993,206.759995,208.039993,194.956589,135060200,,-0.004116917
5/7/2015,207.919998,209.380005,207.520004,208.869995,195.734421,88244900,,0.00398977
5/8/2015,210.880005,211.860001,210.779999,211.619995,198.311462,155877300,,0.013166008
5/11/2015,211.570007,211.889999,210.520004,210.610001,197.36499,75708100,,-0.004772654
5/12/2015,209.610001,210.630005,208.619995,209.979996,196.774612,119727600,,-0.002991301
5/13/2015,210.470001,211.220001,209.740005,210.020004,196.812119,94667900,,0.000190609
5/14/2015,211.240005,212.320007,210.910004,212.210007,198.864395,95934000,,0.01042759
5/15/2015,212.440002,212.610001,211.860001,212.440002,199.079941,76510100,,0.001083884
5/18/2015,212.240005,213.399994,212.160004,213.100006,199.69838,72785600,,0.003106486
5/19/2015,213.240005,213.570007,212.690002,213.029999,199.632797,72114600,,-0.00032841
5/20/2015,213.149994,213.779999,212.5,212.880005,199.492218,76857500,,-0.000704188
5/21/2015,212.710007,213.75,212.509995,213.5,200.073227,64764600,,0.002912439
5/22/2015,213.039993,213.539993,212.910004,212.990005,199.595322,57433500,,-0.00238865
5/26/2015,212.399994,212.910004,210.199997,210.699997,197.44931,124308600,,-0.010751815
5/27/2015,211.25,212.979996,210.759995,212.699997,199.323517,93214000,,0.009492092
5/28/2015,212.330002,212.589996,211.630005,212.460007,199.098633,74974600,,-0.001128236
5/29/2015,212.380005,212.429993,210.820007,211.139999,197.861649,111964800,,-0.006212921
6/1/2015,211.940002,212.339996,210.619995,211.570007,198.264587,93338800,,0.002036463
6/2/2015,211.020004,212.190002,210.270004,211.360001,198.067841,89527800,,-0.000992341
6/3/2015,212,212.669998,211.330002,211.919998,198.592621,87820900,,0.002649496
6/4/2015,211.070007,211.860001,209.75,210.130005,196.915161,151882800,,-0.008446739
6/5/2015,209.949997,210.580002,208.979996,209.770004,196.57782,121704700,,-0.001713129
6/8/2015,209.639999,209.820007,208.389999,208.419998,195.312698,85339800,,-0.006435731
6/9/2015,208.449997,209.100006,207.690002,208.449997,195.340836,105034700,,0.000144066
6/10/2015,209.369995,211.410004,209.300003,210.960007,197.692978,134551300,,0.01204122
6/11/2015,211.479996,212.089996,211.199997,211.649994,198.3396,73876400,,0.003270839
6/12/2015,210.639999,211.479996,209.679993,209.929993,196.727783,135382400,,-0.008126552
6/15/2015,208.639999,209.449997,207.789993,209.100006,195.949966,124384200,,-0.003953773
6/16/2015,208.929993,210.350006,208.720001,210.25,197.027634,85308200,,0.00549971
6/17/2015,210.589996,211.320007,209.360001,210.589996,197.346237,126708600,,0.001617047
6/18/2015,211.309998,213.339996,210.630005,212.710007,199.332901,165867900,,0.010066896
6/19/2015,211.460007,211.550003,210.360001,210.809998,198.513733,130478700,,-0.004109547
6/22/2015,211.910004,212.589996,211.639999,211.889999,199.530716,70696000,,0.005122986
6/23/2015,212.139999,212.440002,211.570007,212.050003,199.681427,68476800,,0.000755327
6/24/2015,211.720001,212.169998,210.470001,210.509995,198.231247,92307300,,-0.007262468
6/25/2015,211.100006,211.25,209.770004,209.830002,197.590881,97107400,,-0.003230399
6/26/2015,210.289993,210.580002,209.160004,209.899994,197.656815,104174800,,0.000333689
6/29/2015,208.050003,209.830002,205.330002,205.470001,193.485214,202621300,,-0.021105273
6/30/2015,207.259995,207.320007,205.279999,205.889999,193.880707,182925100,,0.002044048
7/1/2015,207.729996,208.029999,206.559998,207.570007,195.462723,135979900,,0.008159739
7/2/2015,208.070007,208.270004,206.809998,207.320007,195.227341,104373700,,-0.00120423
7/6/2015,205.770004,207.649994,205.529999,206.669998,194.615219,117975400,,-0.003135432
7/7/2015,206.960007,208.169998,204.110001,208.009995,195.877045,173820200,,0.006483696
7/8/2015,206.419998,206.759995,204.25,204.529999,192.600021,164020100,,-0.016730005
7/9/2015,207.039993,207.350006,204.770004,204.800003,192.854279,144113100,,0.001320135
7/10/2015,207.289993,207.979996,204.949997,207.479996,195.37796,129456900,,0.013085948
7/13/2015,208.990005,209.899994,208.940002,209.759995,197.524979,106069400,,0.010989054
7/14/2015,209.720001,211.050003,209.649994,210.720001,198.429001,81709600,,0.004576748
7/15/2015,210.729996,211.279999,210.039993,210.630005,198.344223,97914100,,-0.000427246
7/16/2015,211.869995,212.300003,211.580002,212.270004,199.88858,106683300,,0.007786246
7/17/2015,212.289993,212.550003,211.800003,212.470001,200.076904,89030000,,0.000942145
7/20/2015,212.75,213.179993,212.210007,212.619995,200.218155,65523100,,0.000705984
7/21/2015,212.429993,212.740005,211.389999,211.759995,199.408325,77965000,,-0.004044738
7/22/2015,210.929993,211.770004,210.889999,211.289993,198.965729,88667900,,-0.002219546
7/23/2015,211.529999,211.649994,209.75,210.139999,197.882797,90509100,,-0.005442807
7/24/2015,210.300003,210.369995,207.600006,207.940002,195.811142,117755000,,-0.010469101
7/27/2015,208,208,206.259995,206.740005,194.681122,132361100,,-0.005770969
7/28/2015,207.789993,209.5,206.800003,209.309998,197.101227,123544800,,0.012431123
7/29/2015,209.479996,211.039993,209.309998,210.770004,198.476089,105791300,,0.006975411
7/30/2015,210.160004,211.020004,209.419998,210.820007,198.523163,91304400,,0.000237177
7/31/2015,211.419998,211.449997,210.160004,210.449997,198.174744,103266900,,-0.001755055
8/3/2015,210.460007,210.529999,208.649994,209.729996,197.496735,113965700,,-0.003421268
8/4/2015,209.699997,210.25,208.800003,209.320007,197.110641,81820800,,-0.001954939
8/5/2015,210.449997,211.309998,209.729996,210.100006,197.845169,85786800,,0.003726476
8/6/2015,210.289993,210.419998,207.649994,208.350006,196.19722,116030800,,-0.008329488
8/7/2015,208.160004,208.339996,206.869995,207.919998,195.792282,117858000,,-0.002063933
8/10/2015,209.279999,210.669998,209.279999,210.630005,198.344223,80270700,,0.01303392
8/11/2015,208.970001,209.470001,207.759995,208.660004,196.489151,117481700,,-0.009352791
8/12/2015,207.110001,209.139999,205.360001,208.919998,196.733932,172123700,,0.001245774
8/13/2015,208.729996,209.550003,208.009995,208.699997,196.526794,89383300,,-0.001052884
8/14/2015,208.429993,209.509995,208.259995,209.360001,197.148315,69387000,,0.003162526
8/17/2015,208.710007,210.589996,208.160004,210.559998,198.27832,79072600,,0.005731751
8/18/2015,210.259995,210.679993,209.699997,209.929993,197.685074,71692700,,-0.002991986
8/19/2015,209.089996,210.009995,207.350006,208.279999,196.131287,172946000,,-0.007859911
8/20/2015,206.509995,208.289993,203.899994,204.009995,192.110336,194327900,,-0.020501324
8/21/2015,201.729996,203.940002,197.520004,197.630005,186.102509,346588500,,-0.031272794
8/24/2015,197.630005,197.630005,182.399994,189.550003,178.493805,507244300,,-0.040884478
8/25/2015,195.429993,195.449997,186.919998,187.229996,176.309113,369833100,,-0.012239596
8/26/2015,192.080002,194.789993,188.369995,194.679993,183.324554,339257000,,0.039790575
8/27/2015,197.020004,199.419998,195.210007,199.160004,187.543259,274143900,,0.02301222
8/28/2015,198.5,199.839996,197.919998,199.240005,187.618591,160414400,,0.000401678
8/31/2015,198.110001,199.130005,197.009995,197.539993,186.017761,154471400,,-0.008532363
