Date,Open,High,Low,Close,Adj Close,Volume,,
2/23/2015,210.940002,211.210007,210.479996,211.210007,197.047882,74411100,,-0.000141844
2/24/2015,211.119995,212.050003,210.759995,211.809998,197.607635,70943200,,0.002840695
2/25/2015,211.660004,212.240005,211.220001,211.630005,197.439697,73061700,,-0.000849856
2/26/2015,211.520004,211.710007,210.649994,211.380005,197.206451,72697900,,-0.001181353
2/27/2015,211.259995,211.580002,210.600006,210.660004,196.53476,108076000,,-0.00340603
3/2/2015,210.779999,212.059998,210.720001,211.990005,197.775604,87491400,,0.006313611
3/3/2015,211.470001,212.050003,210.080002,211.119995,196.963898,110325800,,-0.004104177
3/4/2015,210.399994,210.490005,209.059998,210.229996,196.13356,105665800,,-0.004215686
3/5/2015,209.419998,210.800003,209.850006,210.460007,196.348175,76873000,,0.001094229
3/6/2015,210.460007,210.460007,207.100006,207.5,193.586639,188128000,,-0.014064485
3/9/2015,207.740005,208.789993,207.550003,208.360001,194.388962,89818900,,0.004144516
3/10/2015,206.710007,206.809998,204.929993,204.979996,191.235596,153901500,,-0.01622194
3/11/2015,205.289993,205.5,204.399994,204.5,190.787811,110145700,,-0.002341536
3/12/2015,205.259995,207.179993,205.199997,207.100006,193.21344,93993500,,0.012713752
3/13/2015,206.770004,207.929993,204.580002,205.830002,192.02861,162410900,,-0.006132234
3/16/2015,206.710007,208.690002,205.860001,208.580002,194.594208,136099200,,0.013360499
3/17/2015,207.690002,208.419998,206.979996,207.960007,194.015808,91167100,,-0.002972339
3/18/2015,207.389999,211.270004,206.619995,210.460007,196.348175,220171200,,0.012021531
3/19/2015,209.960007,210.470001,209.029999,209.5,195.45253,117917300,,-0.004561514
3/20/2015,209.710007,211.020004,209.490005,210.410004,197.177582,177715100,,0.008825938
3/23/2015,210.419998,211.110001,210,210,196.79335,71310300,,-0.00194866
3/24/2015,209.850006,210.399994,208.740005,208.820007,195.687576,77805300,,-0.00561896
3/25/2015,209.070007,209.350006,205.710007,205.759995,192.820007,159521700,,-0.014653812
3/26/2015,204.960007,206.369995,204.119995,205.270004,192.360825,153067200,,-0.002381402
3/27/2015,205.130005,205.949997,204.899994,205.740005,192.80127,109352100,,0.002289681
3/30/2015,205.740005,208.610001,206.960007,208.25,195.153412,96180400,,0.012199826
3/31/2015,207.259995,208.100006,206.360001,206.429993,193.447876,126768700,,-0.008739463
4/1/2015,206.429993,206.429993,204.509995,205.699997,192.763779,132644700,,-0.003536338
4/2/2015,205.619995,206.979996,205.399994,206.440002,193.457245,86900900,,0.003597491
4/6/2015,206.440002,208.449997,205.210007,207.830002,194.759827,114368200,,0.006733178
4/7/2015,207.860001,208.759995,207.240005,207.279999,194.244415,81236300,,-0.002646398
4/8/2015,207.550003,208.509995,207.080002,207.979996,194.900375,89351900,,0.003376983
4/9/2015,207.779999,209.179993,207.190002,208.899994,195.762527,85548900,,0.004423552
