Date,Open,High,Low,Close,Adj Close,Volume
2015-07-16,116.889999,118.160004,116.870003,118.110001,112.215446,7306500
2015-07-17,118.370003,118.889999,118.360001,118.720001,112.794998,7404900
2015-07-20,118.290001,118.650002,117.900002,118.220001,112.319946,5941000
2015-07-21,117.680000,118.930000,117.660004,118.860001,112.928017,5627500
2015-07-22,119.010002,119.900002,118.949997,119.599998,113.631065,6228900
2015-07-23,119.599998,121.199997,119.449997,121.089996,115.046722,9087700
2015-07-24,121.500000,121.550003,120.919998,121.389999,115.331749,7307900
2015-07-27,122.190002,122.290001,121.480003,122.040001,115.949295,8172000
2015-07-28,121.160004,121.570000,120.900002,121.150002,115.103752,9128200
2015-07-29,121.019997,121.169998,120.419998,120.699997,114.676170,6706400
2015-07-30,121.209999,121.940002,121.150002,121.629997,115.559792,6146600
2015-07-31,122.440002,122.900002,122.059998,122.529999,116.414856,9178400
2015-08-03,122.320000,123.750000,122.320000,123.550003,117.640289,11753700
2015-08-04,123.160004,123.320000,122.459999,122.570000,116.707184,6448800
2015-08-05,121.769997,121.910004,121.190002,121.650002,115.831169,7574400
2015-08-06,122.000000,122.870003,122.000000,122.730003,116.859520,6118100
2015-08-07,123.300003,124.500000,123.239998,124.339996,118.392502,8317000
2015-08-10,123.410004,123.570000,122.519997,122.800003,116.926170,7461700
2015-08-11,124.300003,125.129997,124.160004,124.750000,118.782890,11145700
2015-08-12,124.930000,125.709999,124.000000,124.070000,118.135414,8455200
2015-08-13,123.830002,124.419998,123.220001,123.669998,117.754547,7691400
2015-08-14,123.470001,124.370003,123.199997,123.959999,118.030678,4324700
2015-08-17,124.709999,125.099998,124.389999,124.519997,118.563873,7880300
2015-08-18,123.800003,124.290001,123.379997,123.540001,117.630775,5024300
2015-08-19,123.059998,124.930000,122.989998,124.760002,118.792427,10736000
2015-08-20,125.370003,126.099998,125.180000,126.019997,119.992142,9078300
2015-08-21,126.160004,126.739998,125.589996,126.400002,120.353989,10718300
2015-08-24,128.309998,128.919998,125.820000,126.360001,120.315887,16663400
2015-08-25,124.550003,124.790001,123.559998,124.330002,118.382980,15354800
2015-08-26,123.000000,123.510002,121.360001,121.930000,116.097771,16429900
2015-08-27,121.820000,122.870003,121.650002,122.000000,116.164421,9127000
2015-08-28,123.150002,123.470001,122.230003,122.360001,116.507225,9946200
