"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Brazil","BRA","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9140014648438","","98.0338516235352","95.7304916381836","93.1796188354492","94.42333984375","94.8533401489258","","91.5890579223633","97.5490264892578","95.5276489257813","","95.0073776245117","98.0755004882813","93.7693710327148","94.8408813476563","94.7305526733398","95.4714431762695","","",
"Barbados","BRB","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","86.4402313232422","88.0568313598633","88.723876953125","","","98.8259124755859","98.3329315185547","98.2374877929688","98.8728408813477","","94.6116333007813","94.5032501220703","96.3191986083984","","","","","","99.7011795043945","97.6031799316406","","89.7336730957031","","","","","","","97.1248016357422","95.4966125488281","94.5906066894531","91.9007186889648","91.5961532592773","90.467887878418","90.2471694946289","92.0607070922852","94.7867889404297","96.8012084960938","93.7975616455078","95.0585174560547","93.5726470947266","","","91.0264892578125","90.9252700805664","90.8181533813477","89.179573059082","",
"Brunei Darussalam","BRN","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","89.6336517333984","89.7659072875977","80.0482177734375","79.8976593017578","76.0983734130859","74.5524063110352","75.8710174560547","76.8588485717773","","80.1040420532227","","","","","89.87158203125","91.6771774291992","94.3140106201172","94.4343338012695","98.0009613037109","","","","","","","","","","","","","","93.249382019043","","","92.6125793457031","93.6725311279297","92.3336868286133","92.2643127441406","93.6821136474609","93.7953491210938","",
"Bhutan","BTN","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","21.8079395294189","24.581859588623","","","","","","","","","","","","","","","","","","","52.987621307373","53.9099998474121","56.6938705444336","59.8820190429688","","","","69.6246490478516","73.3372116088867","","78.6737899780273","83.1020431518555","84.9434280395508","85.902961730957","87.4984130859375","84.8493499755859","","82.7784729003906","80.9781188964844","79.8696594238281","",
"Botswana","BWA","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","43.3345985412598","40.5593605041504","42.1324081420898","45.5331115722656","49.7866401672363","56.1873588562012","60.6895484924316","64.9529037475586","65.9948883056641","67.7394332885742","72.0209503173828","76.3055191040039","","80.2336807250977","80.5980987548828","82.5495300292969","83.6354522705078","84.5210113525391","84.982536315918","85.5160217285156","85.0048904418945","87.0261306762695","86.461669921875","86.2085418701172","86.4870910644531","78.7217712402344","79.8694686889648","","82.052978515625","82.9872970581055","84.0771026611328","85.6235885620117","85.7234115600586","85.7609176635742","86.5362777709961","85.7065963745117","86.7582168579102","86.0030899047852","85.7358703613281","86.5010375976563","","","92.3000030517578","93.1752090454102","89.0466079711914","","","","",
"Central African Republic","CAF","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","49.822078704834","52.3255500793457","54.5052909851074","","","","50.6483383178711","50.4707717895508","","","55.247989654541","56.8728713989258","58.5247116088867","","","61.0324401855469","50.6269912719727","48.3279685974121","48.3828392028809","57.2620811462402","52.952808380127","","","","","","","","","","","","","","47.6544799804688","48.0836982727051","56.2157096862793","64.9356384277344","65.1746063232422","67.3358383178711","65.3815765380859","68.0799179077148","","","","","","",
"Canada","CAN","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","95.5671081542969","95.2942581176758","94.7266235351563","94.5752410888672","94.8896408081055","94.9541320800781","94.9494094848633","95.1841583251953","95.1857299804688","97.7386169433594","97.486328125","95.862663269043","95.3089218139648","94.1828308105469","95.1108932495117","","98.4327163696289","99.7051467895508","99.9195327758789","","","","","","","","","","","","99.470588684082","99.4499206542969","99.4045104980469","99.5980987548828","99.9622421264648","","",
"Central Europe and the Baltics","CEB","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8702163696289","94.4407424926758","93.6775970458984","93.7276306152344","94.4844818115234","93.9277877807617","93.9425811767578","93.776252746582","93.1694869995117","93.0178909301758","93.0993270874023","92.5165023803711","92.9113006591797","93.2876205444336","93.3083419799805","93.2971572875977","93.1100692749023","92.9697570800781","92.8376922607422","92.5211029052734","92.5770568847656","",
"Switzerland","CHE","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","75.6515731811523","76.1849899291992","","","77.1397476196289","77.1037826538086","76.7326812744141","76.209342956543","76.1498184204102","76.5606918334961","77.7451019287109","79.5286636352539","81.5815811157227","83.2928009033203","84.0917434692383","84.1269607543945","83.3255996704102","82.4399337768555","88.8661575317383","90.7921829223633","","","95.7299499511719","95.5744018554688","95.2906494140625","95.1703109741211","94.9383163452148","94.435661315918","93.395263671875","92.9738235473633","92.9594116210938","93.6190872192383","93.7652587890625","93.704719543457","93.6161727905273","93.4654388427734","93.6355819702148","93.7739181518555","93.3190002441406","93.5381317138672","","",
"Channel Islands","CHI","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.2607879638672","94.9083404541016","92.6063232421875","93.2642822265625","92.0811080932617","91.4711837768555","90.6237564086914","90.7916793823242","91.5956573486328","92.9086227416992","94.7789993286133","",
"China","CHN","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1392517089844","95.5150833129883","96.5028915405273","96.8718872070313","96.2008666992188","94.755241394043","93.3894500732422","91.8224105834961","90.3119506835938","89.4441909790039","89.1366195678711","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","48.7751388549805","","","","","","","","","","","","","","47.7163696289063","48.0779495239258","","","","53.5762405395508","54.7144317626953","","55.9259185791016","55.1015815734863","59.052661895752","59.1557312011719","55.7792282104492","","","","","","56.0811309814453","","","","67.9812622070313","73.4416809082031","77.7036590576172","83.8858795166016","85.9587707519531","",
"Cameroon","CMR","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","64.4817123413086","63.4142799377441","61.6544303894043","59.5384788513184","66.1618881225586","67.6928100585938","66.4094772338867","67.7659301757813","68.7155075073242","68.9567794799805","","","","","","","","74.8403778076172","","73.9716415405273","72.0687408447266","","","","","","","","","","","","","","","","","85.1539306640625","87.7349319458008","","91.0913009643555","91.4306716918945","","91.7331771850586","","95.2740173339844","95.2004928588867","",
"Congo, Dem. Rep.","COD","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","69.3182525634766","67.564582824707","","","70.2242736816406","","","","73.1998596191406","","","","75.6820297241211","76.2968292236328","","","","64.5491333007813","","","61.4288215637207","59.7318801879883","58.6806488037109","59.861270904541","67.8357772827148","","","","36.8118095397949","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","82.2253494262695","","88.5355377197266","","91.5678787231445","","95.1071472167969","95.3536834716797","87.2259826660156","86.2213897705078","86.7599029541016","87.1804428100586","88.4095993041992","","","","","","","","","","","","","","","","","","","","","51.3332481384277","54.6299896240234","","","","84.4689788818359","","85.8418579101563","","","","","","",
"Colombia","COL","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","70.7172164916992","","69.0023193359375","67.6478500366211","65.5586166381836","66.0549392700195","65.6375732421875","65.414909362793","","67.9273376464844","75.5468521118164","76.411003112793","77.5209579467773","81.035400390625","86.2767868041992","","90.9312362670898","93.7322998046875","94.6431884765625","94.1932830810547","94.4655609130859","","95.3081817626953","94.2081832885742","92.7548904418945","91.9642333984375","92.6670989990234","93.2885971069336","93.567756652832","94.0346603393555","91.4726181030273","90.4760971069336","89.8327102661133","90.6045684814453","91.2000122070313","91.2692031860352","",
"Comoros","COM","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","87.3304901123047","","","83.4822769165039","75.6285171508789","","","","","","","69.2221908569336","","","","","60.7939605712891","67.4947280883789","","","","","","","79.1741333007813","","","","","","84.6255187988281","80.8521423339844","","","79.8374710083008","",
"Cabo Verde","CPV","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","88.9321136474609","87.4622421264648","84.3995819091797","90.8673782348633","93.6775436401367","94.9466171264648","96.1018829345703","99.5611877441406","","99.1979293823242","","","","99.1253814697266","","","","99.7968673706055","","99.0912475585938","98.3411178588867","97.390739440918","96.7152786254883","94.6693267822266","93.8240966796875","92.9252319335938","91.3140182495117","89.550178527832","88.233528137207","87.2412490844727","86.3219375610352","86.9502410888672","86.6497192382813","86.8875198364258","86.9075622558594","86.1622161865234","86.2039337158203","",
"Costa Rica","CRI","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","87.6659622192383","","89.7166213989258","90.5747833251953","","90.2699890136719","91.7896728515625","","90.269401550293","88.9773025512695","89.2146072387695","89.9252624511719","88.3492431640625","","","86.0849075317383","87.1135635375977","87.342399597168","","87.7273483276367","87.7335891723633","88.2870178222656","90.3464813232422","91.1386489868164","90.7332763671875","92.4482498168945","94.9134902954102","","","","","","","","","","","","","","","98.399528503418","98.4862823486328","97.4202728271484","96.1321334838867","96.3094024658203","96.6097793579102","","",
"Caribbean small states","CSS","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","93.6774597167969","94.0672988891602","94.5004119873047","94.5993576049805","95.2565078735352","92.9443511962891","91.5345611572266","93.4453277587891","93.3823928833008","93.3279800415039","91.8914489746094","92.6412963867188","94.0006408691406","94.3942108154297","94.0744705200195","94.0341567993164","93.8389587402344","95.4267883300781","94.9149017333984","96.2902374267578","94.517707824707","92.7117614746094","92.4321975708008","91.7757263183594","91.9719009399414","92.2322311401367","92.3183670043945","92.2598571777344","92.3852310180664","92.035888671875","91.9462509155273","91.2873229980469","90.4004898071289","90.1061401367188","91.3202819824219","91.0590667724609","91.5141067504883","91.7267608642578","92.567008972168","92.1763763427734","92.5516891479492","92.5669479370117","92.4461135864258","92.2756271362305","","","","","",
"Cuba","CUB","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","92.9583969116211","94.5069198608398","95.4150009155273","","","","","98.3480072021484","97.6110687255859","95.4170532226563","94.3432312011719","94.4478912353516","92.9685363769531","91.2410278320313","91.538330078125","93.0673522949219","92.8449935913086","92.9242782592773","92.4902877807617","92.0870513916016","94.2690963745117","95.0857009887695","97.378662109375","97.2661819458008","99.2163772583008","98.9648132324219","96.9732894897461","97.2483520507813","96.5156021118164","95.8934707641602","95.6034927368164","93.7876892089844","94.0426406860352","93.9324111938477","94.1519622802734","96.0749130249023","96.8771362304688","99.146240234375","99.3348007202148","99.8029632568359","99.4168014526367","99.3635101318359","96.4768829345703","95.3591003417969","95.6803512573242","96.9276885986328","",
"Curacao","CUW","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","79.7327499389648","78.3799667358398","78.2754364013672","77.6442794799805","71.2188491821289","68.997917175293","68.0794296264648","68.8524627685547","69.5732192993164","68.7344512939453","71.2146072387695","67.9372482299805","68.0978927612305","68.3738174438477","69.1651916503906","73.8031921386719","77.8559417724609","79.3348617553711","79.4596710205078","78.8210296630859","79.1524505615234","77.3612670898438","97.6294479370117","96.916633605957","96.2129974365234","96.1172790527344","96.2847671508789","","95.3991012573242","95.3186187744141","94.9698486328125","95.9427871704102","96.1432800292969","96.1174926757813","99.3459091186523","99.2186737060547","99.0430526733398","98.7024307250977","98.7438888549805","98.9698181152344","98.7190017700195","97.9123992919922","97.2969512939453","96.9113311767578","97.368522644043","","","",
"Czech Republic","CZE","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8185729980469","99.3363189697266","99.2451934814453","98.9320907592773","98.4310836791992","98.6364212036133","98.6136474609375","98.3946380615234","98.3092880249023","97.6776428222656","97.3140869140625","97.5769882202148","97.7693328857422","97.9345092773438","98.4364166259766","98.6182174682617","98.6923904418945","98.8281478881836","","",
"Djibouti","DJI","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","25.1389102935791","26.7103595733643","26.8937892913818","26.7704601287842","26.7338600158691","27.1971893310547","27.2618999481201","28.4611396789551","26.2107105255127","27.0858306884766","28.1426601409912","28.1127109527588","27.0373706817627","","26.7290706634521","26.8912391662598","29.4787101745605","31.0326595306396","","34.694091796875","36.1502494812012","39.3396110534668","41.5277709960938","46.559398651123","45.6852188110352","","53.648868560791","","54.1315803527832","56.3035888671875","55.5927391052246","52.4219093322754","55.0535202026367","57.2567596435547",
"Dominica","DMA","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","98.5134963989258","92.8911209106445","92.534782409668","","86.822998046875","85.9518890380859","84.3480606079102","87.6905364990234","","","","","","","","","","","","","","","","","","94.8479690551758","94.1261215209961","98.7066192626953","93.667350769043","92.1333465576172","90.6506576538086","88.4767837524414","89.2515335083008","89.6743698120117","92.9507598876953","","","","","","","95.6378784179688","","",
